1  	3681  	11425  	15480  	14450  	3956  	1124  	367  	160  	58  	12
1  	8540  	5037  	12970  	13866  	10351  	1637  	436  	120  	82  	39
1  	7572  	6459  	3371  	9069  	13258  	4861  	902  	226  	88  	111
1  	6884  	11409  	6318  	4043  	6454  	7638  	3352  	222  	287  	84
1  	NA  	NA  	NA  	NA  	NA  	NA  	NA  	NA  	NA  	NA
1  	NA  	NA  	NA  	NA  	NA  	NA  	NA  	NA  	NA  	NA
1  	NA  	NA  	NA  	NA  	NA  	NA  	NA  	NA  	NA  	NA
1  	NA  	NA  	NA  	NA  	NA  	NA  	NA  	NA  	NA  	NA
1  	NA  	NA  	NA  	NA  	NA  	NA  	NA  	NA  	NA  	NA
1  	NA  	NA  	NA  	NA  	NA  	NA  	NA  	NA  	NA  	NA
1  	NA  	NA  	NA  	NA  	NA  	NA  	NA  	NA  	NA  	NA
FLT15_II:NorBarTrSur_II
2014 2020
1 1 0.137 0.137
3 12
1  	22685  	9379  	8859  	5639  	3274  	5305  	3619  	981  	101  	120
1  	14407  	22825  	14729  	11353  	7443  	2922  	5351  	1808  	338  	98
1  	9937  	13548  	18831  	11347  	7233  	2856  	1317  	1606  	677  	180
1  	17925  	6215  	8454  	9016  	3782  	2633  	818  	326  	261  	451
1  	13941  	18478  	6181  	6417  	7388  	2588  	928  	587  	129  	419
1  	28157  	17915  	22190  	7965  	3296  	3831  	815  	262  	54  	70
1  	23773  	16024  	13156  	11488  	4983  	2426  	2044  	453  	166  	243
FLT16:NorBarLofAcSur
1985 2020
1 1 0.1725 0.1725
3 12
1  	1530  	1416  	204  	151  	157  	33  	13  	10  	5  	NA
1  	4996  	1343  	684  	116  	77  	31  	3  	NA  	4  	NA
1  	628  	2049  	502  	174  	14  	30  	7  	NA  	NA  	NA
1  	504  	355  	578  	109  	40  	3  	NA  	1  	NA  	NA
1  	170  	344  	214  	670  	166  	32  	5  	2  	NA  	NA
1  	148  	206  	262  	269  	668  	73  	6  	3  	NA  	NA
1  	502  	346  	293  	339  	367  	500  	37  	2  	2  	NA
1  	1765  	658  	215  	184  	284  	254  	824  	43  	17  	NA
1  	3572  	1911  	1131  	354  	255  	252  	277  	442  	49  	NA
1  	3239  	3745  	2293  	961  	234  	118  	103  	42  	186.8  	28.5
1  	1377  	1395  	2036  	1016  	281  	47  	45  	29  	26.3  	81.3
1  	994  	896  	1128  	974  	462  	59  	11  	4  	8.7  	14.6
1  	1586  	442  	503  	459  	510  	215  	23  	7  	8.4  	7.6
1  	3912  	1898  	449  	415  	349  	271  	51  	10  	2.2  	0.8
1  	1476  	1303  	523  	139  	118  	187  	99  	10  	2  	1.4
1  	2948  	1673  	1492  	546  	146  	69  	50  	13  	5.7  	1.9
1  	1774  	1606  	851  	621  	191  	27  	8  	6  	3.4  	1
1  	614  	1062  	1011  	713  	366  	94  	12  	8  	5.6  	0.3
1  	3067  	1168  	1271  	1461  	677  	235  	38  	4  	1.1  	1.7
1  	334  	852  	349  	456  	480  	217  	88  	24  	2.3  	6.9
1  	1250  	333  	693  	341  	438  	180  	75  	18  	1.1  	3.1
1  	648  	538  	186  	420  	176  	159  	87  	23  	2.9  	9.6
1  	585  	304  	308  	129  	466  	151  	80  	33  	9.2  	4.3
1  	1999  	2887  	1166  	789  	248  	352  	55  	28  	17  	7.3
1  	1078  	1825  	1415  	560  	415  	128  	266  	36  	17  	4
1  	228  	880  	1614  	1750  	618  	314  	108  	125  	39.9  	29.2
1  	404  	283  	674  	1595  	2727  	645  	233  	68  	74.6  	9.1
1  	828  	494  	344  	895  	2266  	1335  	257  	104  	38  	28
1  	606  	845  	724  	541  	1336  	2338  	1617  	215  	110.7  	87.8
1  	2869  	1242  	1115  	777  	553  	1490  	1739  	980  	146.3  	105.3
1  	1387  	2356  	1300  	1442  	964  	498  	969  	686  	325.3  	127.4
1  	563  	769  	1199  	664  	594  	409  	356  	565  	344.1  	290.4
1  	1115  	424  	444  	742  	486  	484  	268  	167  	145.5  	229.6
1  	1090  	1499  	540  	584  	775  	456  	193  	141  	61.5  	137.1
1  	2036  	1254  	1446  	639  	493  	739  	273  	218  	65.1  	110.6
1  	1173  	1173  	819  	943  	506  	509  	495  	195  	84.1  	80.2
FLT18:RusSweptArea
1982 2019
1 1 0.95 0.95
3 12
1  	1413  	1525  	721  	198  	551  	174  	37  	19  	15.1  	1.5
1  	520  	642  	506  	358  	179  	252  	94  	NA  	NA  	NA
1  	1189  	700  	489  	357  	154  	69  	61  	17  	14.6  	7.4
1  	1188  	1592  	1068  	365  	165  	37  	8  	16  	1.5  	20.9
1  	1622  	1532  	1493  	481  	189  	42  	2  	6  	NA  	NA
1  	557  	3076  	900  	701  	184  	60  	25  	4  	0.7  	3.3
1  	993  	938  	2879  	583  	260  	47  	24  	NA  	NA  	NA
1  	490  	978  	1062  	1454  	1167  	299  	112  	47  	18.5  	11.7
1  	167  	487  	627  	972  	1538  	673  	153  	49  	9.1  	1.7
1  	1077  	484  	532  	583  	685  	747  	98  	14  	2.6  	NA
1  	675  	308  	239  	273  	218  	175  	25  	25  	4  	0.1
1  	1604  	1135  	681  	416  	354  	87  	3  	7  	0.6  	0.7
1  	1363  	1309  	1019  	354  	128  	49  	21  	11  	5.7  	2.2
1  	589  	1065  	1395  	849  	251  	83  	19  	18  	9.5  	5.8
1  	733  	784  	1035  	773  	348  	132  	19  	5  	12  	1.6
1  	1342  	835  	613  	602  	348  	116  	32  	30  	NA  	NA
1  	2028  	1363  	788  	470  	259  	130  	48  	5  	NA  	0.9
1  	1587  	2072  	980  	301  	123  	94  	42  	4  	NA  	NA
1  	1839  	1286  	1786  	773  	114  	52  	23  	9  	3.9  	0.4
1  	1224  	1557  	1290  	1061  	304  	50  	14  	5  	25.4  	13.1
1  	980  	1473  	1473  	896  	600  	182  	29  	8  	0.8  	0.5
1  	1246  	1057  	1166  	1203  	535  	241  	40  	9  	3.1  	1.1
1  	329  	1576  	880  	1111  	776  	279  	93  	23  	3.6  	2.5
1  	1408  	631  	1832  	744  	605  	244  	88  	28  	6.4  	1.1
1  	927  	1613  	777  	1801  	662  	342  	161  	43  	17.5  	7.4
1  	2579  	1617  	1903  	846  	1525  	553  	226  	86  	49  	18.5
1  	2203  	3088  	1635  	1472  	830  	863  	291  	115  	33  	19
1  	974  	2317  	3687  	2016  	1175  	620  	413  	205  	65  	41
1  	334  	1070  	2505  	3715  	1817  	789  	395  	299  	155.9  	75.2
1  	882  	508  	1432  	3065  	3300  	917  	439  	176  	175.5  	105.4
1  	815  	1114  	839  	2122  	3358  	1878  	432  	195  	45.7  	76.3
1  	747  	1174  	1177  	884  	2349  	3132  	1367  	306  	92.4  	98.5
1  	1399  	1368  	1725  	1483  	1111  	1929  	1297  	383  	93.4  	55.1
1  	657  	1583  	1742  	1932  	1610  	925  	1158  	761  	241.6  	113.6
1  	NA  	NA  	NA  	NA  	NA  	NA  	NA  	NA  	NA  	NA
1  	1456  	884  	1063  	1952  	1231  	567  	266  	120  	119.8  	103.8
1  	NA  	NA  	NA  	NA  	NA  	NA  	NA  	NA  	NA  	NA
1  	NA  	NA  	NA  	NA  	NA  	NA  	NA  	NA  	NA  	NA
FLT007:Ecosystem_2018corr
2004 2019
1 1 0.7 0.7
3 12
1  	1477  	4215  	1502  	798  	402  	101  	22  	5  	1.3  	2
1  	2166  	558  	1009  	280  	156  	57  	12  	5  	1.2  	0.5
1  	1861  	2056  	599  	698  	176  	81  	26  	6  	2.5  	0.4
1  	5862  	1592  	791  	246  	269  	60  	22  	9  	1.5  	2.4
1  	6526  	4834  	1323  	511  	128  	175  	33  	9  	2.3  	3.9
1  	2023  	2806  	2896  	1017  	319  	127  	73  	26  	8.1  	5.1
1  	568  	1770  	3972  	4249  	1427  	385  	105  	68  	15.9  	6.2
1  	1236  	1015  	2402  	3004  	1784  	323  	77  	18  	13.4  	8.7
1  	2291  	1464  	700  	1508  	1652  	845  	127  	44  	15.5  	20.8
1  	2491  	1836  	1257  	632  	1182  	1302  	538  	91  	33.2  	24.6
1  	NA  	NA  	NA  	NA  	NA  	NA  	NA  	NA  	NA  	NA
1  	1744  	2252  	1413  	726  	486  	262  	353  	266  	78.7  	27
1  	772  	937  	1216  	701  	444  	272  	138  	132  	54.2  	30.2
1  	3750  	1415  	1049  	1209  	626  	280  	112  	64  	44.5  	71.7
1  	NA  	NA  	NA  	NA  	NA  	NA  	NA  	NA  	NA  	NA
1  	4166  	2323  	2151  	766  	422  	444  	161  	49  	21.9  	29.5
